missing_documents,document_errors,dependencies,inspection_required,application_complexity,days_to_deadline,number_of_requirements,high_risk
3,0,0,1,1,67,5,0
1,1,0,1,2,93,9,0
0,0,1,1,2,58,12,0
1,1,0,0,2,10,7,0
0,2,1,0,2,8,6,0
2,1,1,0,3,62,10,0
2,3,1,1,2,3,5,1
0,2,1,0,3,2,11,1
0,1,2,0,3,114,14,0
1,1,1,0,2,64,9,0
0,0,2,0,1,57,4,0
0,3,4,1,3,12,6,1
4,0,1,0,2,94,4,0
0,0,0,1,2,61,9,0
1,0,2,0,2,27,7,0
1,1,1,0,2,90,12,1
1,0,0,0,1,29,13,0
3,0,2,0,1,60,8,0
1,0,0,0,3,67,14,0
2,2,1,1,2,34,8,1
2,0,1,0,3,105,5,0
1,0,1,0,3,84,13,0
1,0,0,1,2,35,8,0
0,2,1,0,3,19,13,1
2,1,2,0,2,40,12,1
1,0,0,0,1,56,14,0
2,1,1,0,3,66,11,0
2,0,2,0,3,48,10,0
2,2,1,0,1,5,6,1
0,1,2,0,3,81,7,0
1,1,2,0,1,46,7,0
1,1,1,1,3,40,7,0
1,2,1,1,2,67,10,0
2,1,1,0,1,100,13,0
0,1,0,0,3,1,4,0
1,0,1,1,2,115,10,0
1,1,1,0,1,76,12,0
2,0,0,1,3,66,8,0
0,0,0,0,3,7,7,0
1,0,1,0,2,85,8,0
1,0,0,0,2,86,13,1
0,1,2,1,1,67,14,0
0,0,0,0,2,96,11,0
2,0,2,0,2,100,9,0
1,1,0,0,1,100,11,0
1,1,0,1,2,39,11,0
3,0,1,0,3,81,12,1
0,1,1,1,3,7,5,0
3,0,0,0,2,67,4,0
0,0,0,0,2,18,7,0
2,1,0,0,3,37,6,0
2,1,1,1,3,81,10,1
1,0,1,0,1,51,9,0
0,2,3,0,2,103,14,0
0,1,1,1,1,11,12,0
3,0,2,0,1,116,5,0
3,1,1,0,1,85,13,0
2,0,1,0,2,52,12,1
2,2,0,1,3,3,8,1
1,0,2,0,3,5,4,1
2,0,2,1,2,50,12,1
0,0,1,1,2,69,6,0
1,1,0,0,1,61,6,0
1,1,1,0,1,36,9,0
1,2,1,1,1,78,4,1
1,2,0,1,3,74,8,0
2,2,0,1,1,41,6,0
1,0,2,0,3,39,4,0
1,1,0,1,2,53,13,0
1,0,1,1,2,89,6,0
1,0,2,1,3,70,9,0
0,0,1,0,3,16,12,0
0,0,0,1,1,110,9,0
0,0,1,1,3,25,7,0
1,1,1,1,1,80,12,0
1,0,0,1,3,2,11,0
0,2,1,1,1,31,4,0
1,0,2,0,2,68,13,1
3,1,1,0,2,101,5,1
0,1,0,0,3,67,12,0
3,1,0,1,3,7,5,1
1,1,1,0,1,114,4,0
0,1,2,1,3,33,5,0
1,1,0,1,2,44,12,0
1,0,0,1,1,13,8,0
1,0,1,1,1,83,10,0
1,1,1,1,1,54,7,0
1,0,1,0,1,27,5,0
1,0,1,0,2,76,12,0
0,1,2,0,1,24,13,0
0,0,0,1,2,64,13,0
0,0,1,0,1,79,4,0
0,0,0,0,2,97,14,0
2,2,2,1,1,83,9,1
1,0,2,0,2,68,6,0
0,1,0,1,2,5,6,0
1,1,1,0,3,28,9,0
0,0,0,1,3,69,10,0
4,1,0,0,2,64,4,1
0,1,1,1,3,64,9,0
1,0,0,1,2,88,6,0
0,0,0,0,3,108,14,0
0,2,0,0,1,60,10,0
1,0,3,1,1,17,8,1
0,1,0,0,1,53,8,0
1,1,4,1,3,31,13,1
1,0,1,0,1,63,11,0
1,1,1,1,1,71,8,1
1,0,2,0,2,66,13,0
0,1,0,0,3,70,10,0
1,1,4,0,2,37,4,0
0,1,1,0,2,22,10,0
1,0,2,0,1,102,14,0
2,0,0,1,3,48,13,1
1,0,0,1,1,25,4,0
1,0,0,1,1,119,13,0
0,1,3,1,2,4,14,1
1,1,0,1,1,42,5,0
4,0,1,0,2,89,11,0
2,0,0,1,2,49,12,0
2,0,0,0,1,101,4,0
1,0,2,0,1,43,13,0
2,2,0,1,1,77,8,1
2,0,2,1,1,51,7,1
2,0,0,0,3,56,6,0
0,0,0,0,2,60,9,0
0,1,2,1,1,117,12,0
1,0,1,1,1,91,13,0
3,1,1,0,3,45,6,0
2,0,0,1,3,50,13,1
3,1,4,0,3,49,13,1
1,0,1,0,1,88,4,0
1,0,1,1,2,71,7,0
1,0,2,0,1,64,4,0
2,1,0,1,3,52,14,0
1,1,0,0,2,48,9,0
1,2,1,1,2,67,6,0
0,2,1,0,1,99,13,0
1,0,1,1,3,116,11,0
1,1,1,1,1,8,14,1
1,2,0,0,3,29,12,0
0,2,1,1,1,82,14,0
1,0,1,0,3,18,6,1
2,0,0,0,1,73,6,0
1,0,4,1,2,51,4,0
0,0,3,1,3,23,7,0
0,1,2,1,2,60,10,0
2,1,0,1,1,61,10,0
0,1,2,0,2,85,11,0
1,1,1,0,1,99,12,0
3,1,2,0,2,114,12,1
2,1,1,0,1,53,9,1
1,1,1,1,1,82,7,0
3,0,1,0,1,94,8,0
1,1,1,0,1,118,13,0
2,2,2,0,1,78,12,1
0,0,0,0,2,30,14,0
2,0,1,1,1,41,9,0
4,2,1,0,3,25,12,1
1,0,1,1,3,24,8,0
1,0,1,1,2,37,4,0
4,1,1,0,3,60,12,1
1,0,1,1,2,94,4,0
0,1,3,1,2,35,10,0
3,0,2,0,2,23,14,1
1,2,1,1,2,16,4,0
0,1,1,0,1,24,12,0
1,1,1,0,2,52,13,0
0,1,1,1,1,49,10,0
0,2,2,1,2,48,11,0
1,0,0,1,2,38,13,0
1,1,2,1,1,54,12,1
1,1,1,1,1,77,4,0
1,0,2,0,3,6,12,0
0,0,0,0,1,106,12,0
1,1,1,0,1,37,6,0
1,1,2,0,2,17,11,1
1,0,1,1,3,21,13,1
2,0,0,0,2,66,13,0
0,0,1,0,2,62,13,0
0,1,0,0,3,11,12,0
1,1,2,0,2,60,5,0
4,0,1,0,3,27,9,1
2,0,0,0,2,109,6,0
4,1,1,0,3,37,4,1
3,1,2,0,2,119,6,0
0,1,1,0,1,69,14,0
0,1,0,1,1,115,10,0
0,1,2,0,1,67,12,0
1,1,1,0,2,15,9,0
3,1,2,0,3,77,7,0
1,1,2,1,3,57,9,1
1,0,0,0,3,98,14,0
0,1,1,0,2,47,7,0
0,0,0,1,3,23,7,0
1,3,0,1,2,14,13,1
3,0,1,0,1,89,8,1
0,1,1,0,2,28,13,0
1,1,0,0,2,80,14,0
1,2,1,0,1,17,4,0
1,0,1,0,1,10,11,0
1,0,1,1,1,85,5,0
1,0,1,0,1,42,13,0
2,1,1,0,1,68,5,0
0,0,0,0,3,4,13,0
1,0,1,0,2,23,12,0
0,1,2,0,3,11,9,1
2,0,2,0,1,34,6,0
1,1,0,0,3,34,6,0
1,0,1,0,3,45,8,0
2,1,0,0,3,29,13,0
0,2,0,1,2,55,13,0
2,0,0,0,2,108,9,0
3,0,0,0,2,11,6,0
2,0,0,1,2,107,10,0
1,0,3,1,3,50,13,1
0,0,0,0,1,69,9,0
1,1,1,0,1,80,13,0
0,0,1,0,3,88,4,0
0,2,1,0,1,113,9,0
2,2,3,1,2,119,4,1
0,0,2,0,1,12,10,0
2,2,2,0,2,49,10,1
2,1,1,0,1,65,7,0
2,0,1,0,2,63,12,0
2,1,1,0,3,118,14,1
3,1,2,0,3,78,9,1
1,1,1,0,1,48,8,0
0,1,0,1,2,110,6,0
2,1,1,1,3,87,4,1
1,1,3,1,1,95,8,0
1,0,1,1,1,75,8,0
0,0,3,1,2,8,12,1
1,0,0,1,3,116,13,0
1,0,2,0,2,85,5,0
2,2,4,0,1,18,5,1
0,2,1,0,3,30,10,1
0,0,1,1,3,41,8,0
2,0,1,1,2,31,11,1
1,1,0,0,2,74,7,0
2,0,0,1,3,66,8,0
2,1,1,1,2,26,8,0
0,1,0,1,3,83,10,0
0,4,0,0,2,35,4,0
1,2,0,0,1,19,13,0
3,0,2,0,3,114,7,0
0,0,0,0,2,38,6,0
1,1,0,1,1,28,11,0
4,0,0,0,2,86,5,0
2,0,0,0,3,91,10,1
0,1,0,0,1,19,4,0
0,1,0,0,3,7,6,0
1,0,0,0,1,102,11,0
3,0,1,1,2,60,8,1
1,2,3,0,3,55,13,1
2,0,4,1,3,51,7,1
0,0,2,0,3,70,11,0
0,0,0,0,2,81,4,0
2,1,1,1,2,10,14,1
0,1,1,1,2,32,10,0
1,0,1,1,2,114,11,0
4,0,2,1,2,20,7,1
1,0,0,0,2,108,7,0
0,0,0,1,2,48,8,0
1,0,0,0,2,23,6,1
3,0,0,1,2,71,4,1
2,1,1,1,2,79,11,0
3,0,0,1,1,42,11,0
0,0,1,1,2,95,11,0
1,3,0,1,1,8,10,0
0,1,1,0,3,15,9,0
1,2,2,0,1,74,14,0
0,0,2,1,3,69,9,1
1,0,1,1,1,84,11,0
1,0,2,0,3,102,8,0
1,1,1,1,2,111,4,0
1,2,2,0,3,61,7,1
1,0,0,1,3,60,11,1
0,1,1,1,2,110,10,0
3,0,0,0,1,115,11,0
0,0,0,0,2,6,12,0
2,2,1,1,2,61,6,1
2,0,2,0,3,110,12,0
1,1,1,1,3,7,11,1
0,0,0,0,2,117,7,0
1,1,1,0,2,90,9,0
3,0,2,0,2,19,13,1
0,1,2,1,2,77,5,0
1,0,2,0,2,52,7,0
3,0,1,1,2,40,6,0
1,1,0,1,3,74,7,0
1,2,0,1,1,88,6,0
0,2,3,0,3,107,12,1
2,2,1,0,2,50,14,1
0,0,0,1,1,19,14,0
1,1,1,0,2,103,7,0
0,1,2,1,1,40,14,0
1,0,4,1,2,91,4,0
1,0,0,1,3,95,5,0
0,1,0,1,1,7,7,0
0,1,1,1,1,49,7,0
0,0,1,1,2,11,14,0
0,0,1,1,1,72,12,0
1,0,1,0,1,95,12,0
2,1,0,0,2,67,12,0
2,0,1,0,2,39,11,0
0,0,0,1,3,116,9,0
1,1,2,1,2,11,4,0
1,0,1,1,2,17,4,0
1,1,0,0,2,44,14,0
1,0,1,1,1,113,9,0
1,1,1,0,2,107,14,0
0,1,2,1,2,68,4,0
4,0,2,0,3,114,10,1
1,1,1,1,1,108,7,0
1,0,0,1,2,70,8,0
2,1,1,0,2,15,11,0
2,0,2,0,1,108,9,1
0,0,0,0,3,77,5,0
0,1,0,0,1,17,14,0
2,0,0,0,3,100,11,0
1,0,0,0,2,48,7,0
1,0,4,0,1,94,10,0
2,0,0,0,2,32,5,0
0,1,1,1,1,2,8,0
3,0,0,0,2,55,8,0
1,0,0,0,3,54,8,0
1,0,1,1,2,103,9,1
1,0,1,0,1,14,14,0
0,1,1,1,2,109,4,0
1,1,2,1,2,19,10,0
2,2,4,1,2,112,14,1
0,0,0,0,2,85,13,0
1,1,1,0,2,43,13,0
3,0,2,1,3,114,8,1
1,1,0,1,3,43,10,0
1,1,2,0,2,76,10,1
1,0,1,1,1,2,13,1
0,0,1,1,2,13,14,0
1,0,1,1,2,43,6,0
2,3,0,0,3,30,5,0
0,0,2,0,3,28,6,0
0,0,0,0,3,46,6,0
0,0,2,0,1,73,7,0
1,1,0,1,2,15,14,0
1,0,1,0,3,90,6,0
0,0,2,0,1,101,8,0
2,1,1,0,1,100,7,0
2,1,1,1,1,24,6,0
1,1,0,1,2,105,6,0
2,0,0,1,2,16,14,0
2,0,0,1,1,13,10,1
0,2,1,1,2,87,5,0
2,0,2,0,3,91,11,1
1,0,0,0,3,16,10,0
0,1,1,1,3,50,7,0
2,1,0,1,3,49,12,0
0,0,0,0,2,86,12,0
1,0,0,1,3,62,12,0
1,0,1,0,2,72,11,0
0,0,0,1,3,10,8,0
1,1,1,0,3,117,6,0
1,0,1,0,2,67,4,0
3,0,2,1,2,80,14,0
2,0,2,1,1,58,13,0
0,1,2,1,2,30,6,0
1,0,0,1,1,80,12,0
2,0,0,0,1,35,4,0
2,0,2,0,2,27,6,1
1,0,1,0,1,66,5,0
2,0,3,0,3,43,7,1
1,1,0,0,2,107,7,0
1,0,0,0,3,79,9,0
4,0,2,0,2,45,9,1
3,1,0,0,1,5,5,0
1,1,0,0,1,41,5,0
2,1,1,0,3,14,13,1
0,0,0,1,1,27,10,0
2,0,1,1,2,34,14,1
1,0,1,1,1,78,5,0
4,2,0,0,2,13,7,1
1,0,2,1,1,20,5,0
0,0,2,0,2,5,14,1
0,0,2,0,1,110,5,0
2,1,2,1,3,118,12,1
2,0,1,0,1,36,6,0
0,2,2,1,1,55,12,0
0,0,1,1,1,36,9,0
1,1,2,0,3,64,14,0
1,0,1,0,2,66,4,0
3,0,2,1,2,31,7,1
2,1,1,0,2,77,11,0
0,1,2,0,3,1,14,1
0,2,1,0,1,77,9,0
0,0,0,1,3,90,5,0
1,0,1,0,3,7,10,0
0,1,3,1,1,87,9,1
1,1,2,1,1,88,12,0
1,0,0,0,2,116,10,0
0,1,0,0,1,96,13,0
0,1,0,1,1,3,5,0
0,2,1,0,2,10,10,0
0,0,2,0,1,17,12,0
1,0,1,0,2,70,8,0
0,1,1,1,2,85,9,0
2,0,0,1,2,79,11,0
1,1,0,0,2,40,9,0
2,0,1,0,2,24,8,0
0,1,2,0,2,8,10,1
3,0,0,1,3,45,12,0
1,2,0,0,2,36,5,0
2,1,2,1,2,37,13,1
0,0,1,1,3,11,6,0
1,1,1,0,2,35,5,0
1,0,0,1,1,100,5,0
1,1,0,1,1,29,4,0
0,0,2,1,2,105,14,0
1,0,0,0,2,11,7,0
0,1,1,1,3,76,12,0
1,1,1,0,2,13,6,0
0,1,0,1,1,46,9,0
0,0,1,0,3,114,8,0
0,0,1,0,2,92,11,0
2,1,1,1,3,62,14,1
3,1,0,0,3,76,11,0
0,0,3,0,2,79,11,0
2,2,0,1,2,95,6,1
1,1,0,0,2,71,5,0
2,1,1,1,2,61,4,0
1,0,0,1,2,10,7,1
1,0,1,0,1,115,10,0
3,0,1,0,1,68,4,0
1,0,2,1,2,35,6,0
0,0,1,1,2,17,10,0
0,1,0,0,3,72,13,0
1,0,4,1,2,94,14,0
1,0,1,1,3,97,6,0
0,1,0,0,2,106,5,0
3,0,1,1,3,107,10,0
1,1,0,0,2,75,14,0
1,1,1,0,3,113,8,0
1,1,2,0,2,9,13,1
0,2,0,1,3,48,12,0
1,0,3,0,2,58,13,0
1,0,0,0,1,84,14,0
0,0,1,0,2,36,5,0
1,2,4,0,2,35,8,1
1,3,2,1,1,108,4,1
1,0,3,0,2,78,4,0
3,0,0,0,1,76,9,1
0,0,1,1,3,22,11,0
1,0,1,0,2,60,13,0
0,0,0,0,1,51,5,0
1,0,0,1,3,74,4,0
0,0,1,1,2,110,5,0
0,0,2,0,2,34,14,0
1,0,1,1,2,97,11,0
1,0,1,1,1,76,9,0
0,0,0,1,1,60,5,0
1,1,1,0,3,114,8,0
2,0,0,1,3,18,5,0
2,0,1,0,3,81,4,0
2,0,0,1,1,48,8,0
2,0,1,1,3,82,9,1
0,0,3,1,2,17,8,0
2,1,1,1,2,88,13,1
2,0,2,0,1,9,14,0
0,1,2,0,3,42,5,0
1,0,2,0,3,108,7,0
0,0,0,0,1,76,9,0
1,1,2,1,3,59,8,0
0,1,2,1,2,40,8,1
1,0,0,0,1,11,11,0
5,1,2,0,1,14,5,1
1,0,1,1,2,86,13,0
2,0,3,0,1,33,6,0
0,1,0,0,1,9,7,0
2,0,3,0,3,53,6,1
0,1,1,0,2,48,10,0
3,2,3,1,3,114,11,1
0,1,1,0,2,28,10,0
0,0,1,0,2,32,9,0
2,3,2,0,3,20,7,1
1,0,0,0,1,23,11,0
1,0,0,0,2,64,5,0
2,0,2,0,2,27,7,0
2,0,0,1,3,86,11,0
0,1,0,1,2,98,11,0
1,0,2,0,3,58,6,0
2,0,1,0,3,29,7,0
2,1,0,1,2,98,7,0
1,2,0,0,2,115,13,1
2,0,1,0,1,110,10,0
1,1,0,0,2,110,5,0
2,1,2,0,1,97,5,0
1,0,1,1,2,88,4,0
0,0,0,0,1,114,6,0
0,3,2,1,3,41,6,0
0,1,1,1,2,111,8,0
2,1,1,1,2,3,12,1
1,0,2,1,2,100,13,1
1,1,2,1,1,40,10,1
1,0,0,0,2,35,12,0
1,0,1,1,3,81,11,1
2,1,0,0,2,21,7,1
0,1,1,1,2,119,10,0
2,1,1,1,3,87,7,0
0,0,2,0,1,3,7,0
0,1,2,0,3,101,14,0
2,0,1,0,1,13,14,0
2,0,0,0,3,98,11,0
0,0,1,0,3,97,10,0
0,2,3,0,3,77,11,0
1,2,4,0,1,72,12,1
1,0,0,0,2,99,4,0
2,1,0,0,3,102,7,0
1,0,2,0,2,85,5,0
1,2,1,0,2,21,9,0
1,0,2,0,2,80,7,0
2,1,0,0,1,24,7,0
2,0,2,1,2,6,13,1
1,4,1,0,1,19,6,1
1,0,0,0,2,55,14,0
0,0,1,0,2,115,8,0
1,2,2,1,1,5,6,1
2,0,1,0,1,9,5,0
3,0,2,0,3,11,11,1
0,0,1,0,2,23,13,0
0,1,3,0,2,65,13,0
4,0,1,0,3,98,5,1
1,1,0,1,2,6,13,0
0,0,1,1,2,96,6,0
1,0,0,0,2,109,9,0
2,0,0,0,1,10,4,0
3,0,2,0,2,54,6,0
1,0,0,1,1,97,7,0
0,0,1,1,3,84,14,0
2,0,3,0,2,23,7,0
0,0,2,0,1,18,7,0
2,0,1,0,2,54,7,0
3,1,2,1,1,101,6,0
1,0,1,0,2,113,9,0
1,1,1,0,3,57,6,0
1,0,0,0,3,64,7,0
1,1,1,0,2,67,9,0
3,0,5,1,2,59,12,1
3,1,1,0,2,78,5,0
0,0,1,0,1,33,7,0
1,0,2,1,2,65,10,0
1,0,1,1,2,73,14,0
0,1,1,1,1,68,14,0
1,0,0,1,1,117,13,0
1,0,1,0,1,89,9,0
0,1,3,0,1,88,5,0
0,0,0,0,1,96,14,0
1,0,0,1,2,63,10,0
0,1,1,1,2,37,13,0
0,1,0,0,2,64,14,0
1,0,3,1,1,110,12,0
0,0,1,1,2,105,8,0
2,0,1,1,3,43,10,1
1,0,2,0,1,58,11,0
1,1,2,0,2,33,13,1
1,1,1,1,2,2,6,1
3,1,0,1,1,38,10,0
1,0,1,1,2,13,10,1
1,0,1,1,2,43,6,0
1,4,2,0,2,7,8,1
1,0,2,1,3,38,14,0
0,0,0,0,3,86,4,0
2,1,1,0,2,101,9,1
1,0,0,0,2,106,10,0
0,1,1,0,3,67,13,0
1,1,0,0,2,66,7,0
1,2,3,1,3,116,8,1
2,0,1,1,3,67,4,0
0,0,0,0,1,10,7,0
2,0,1,0,1,112,14,0
1,0,0,0,1,74,12,0
0,1,0,0,3,80,8,0
1,0,0,0,2,12,10,0
1,0,0,0,2,56,14,0
0,1,2,1,2,55,8,0
1,0,1,0,3,97,7,0
1,0,2,1,3,46,13,0
4,0,1,1,1,41,13,0
1,1,0,0,2,82,9,0
1,1,2,0,2,2,4,1
0,1,1,0,3,89,4,0
0,1,2,0,2,1,5,0
1,0,0,1,2,29,11,0
2,1,1,0,3,60,5,0
1,0,2,0,2,24,4,0
2,0,1,0,1,5,11,0
0,0,2,0,3,50,9,0
1,0,1,1,2,85,9,0
0,0,0,0,3,29,6,0
1,0,1,1,2,33,6,0
1,0,0,0,2,81,6,0
1,1,0,0,2,113,11,0
1,1,2,0,2,62,14,0
0,0,1,1,1,67,14,0
1,0,1,0,2,99,5,0
2,2,1,1,1,8,11,1
0,1,2,0,2,117,12,0
0,1,1,1,2,57,4,0
0,1,1,0,2,45,11,0
1,0,0,1,2,74,8,0
2,0,0,0,2,109,6,0
1,0,0,0,2,112,12,0
1,1,2,1,2,93,14,0
1,0,2,0,2,58,10,0
2,1,1,0,1,18,6,0
1,1,0,0,2,23,8,0
1,0,1,0,3,100,9,0
0,0,0,0,2,15,13,0
1,0,3,0,3,58,12,0
0,0,5,0,1,49,11,0
3,0,2,0,2,85,12,1
1,0,2,1,2,41,11,1
2,0,0,1,2,84,7,0
2,1,0,1,2,61,5,0
4,0,1,0,1,106,13,1
0,0,0,1,2,23,10,0
0,4,1,0,2,91,14,1
2,1,2,1,2,86,11,0
0,1,0,0,1,99,9,0
0,0,2,0,1,59,11,0
2,3,0,1,3,39,11,1
3,0,3,0,2,62,14,1
3,0,2,1,2,116,8,1
2,0,4,1,1,24,8,1
1,0,1,0,2,79,7,0
1,0,1,0,2,27,5,0
1,1,0,1,3,93,9,0
2,2,1,1,2,51,8,0
0,0,1,1,1,103,6,0
0,0,0,0,1,20,12,0
2,0,0,1,1,15,11,0
0,1,1,0,2,114,6,0
0,0,0,0,3,41,5,0
0,3,1,1,1,11,10,1
2,1,0,0,2,100,4,0
1,0,0,0,2,50,5,0
1,2,0,0,2,110,8,0
3,0,0,1,2,53,14,1
1,0,0,1,2,90,4,0
1,2,3,1,1,69,9,0
0,0,1,0,2,58,10,0
0,1,0,0,2,58,6,0
1,0,1,1,2,30,9,0
1,2,0,0,1,88,10,0
2,1,1,0,2,63,5,0
1,1,0,0,3,1,14,1
1,1,1,0,2,48,6,0
1,0,1,1,1,49,8,0
1,1,2,0,3,106,4,1
2,0,1,0,1,51,10,0
0,0,0,1,3,68,10,0
0,2,1,1,1,10,5,1
0,1,0,0,3,47,7,0
0,0,4,0,1,34,12,0
1,1,2,1,2,60,11,0
1,1,1,1,3,107,7,0
0,0,3,0,2,112,10,0
1,1,1,1,1,35,12,0
1,0,0,1,1,73,8,0
2,0,3,0,1,114,5,1
2,0,1,0,1,28,4,0
3,0,0,0,2,53,14,0
1,1,1,1,2,60,7,0
1,1,0,0,3,1,12,0
0,0,1,0,3,56,7,0
0,0,1,0,3,15,11,0
1,2,0,1,2,37,7,0
0,0,2,1,2,14,10,0
0,2,0,0,2,88,14,0
1,0,2,0,2,100,12,0
0,1,0,1,1,32,5,0
1,1,0,0,3,5,9,1
3,1,0,1,2,59,6,0
1,1,0,0,2,14,6,0
0,0,0,1,2,53,13,0
0,1,0,0,1,65,14,0
0,0,1,1,2,56,14,0
1,1,2,0,2,63,13,0
0,1,3,0,3,68,9,1
1,2,0,1,2,20,9,0
0,0,1,0,2,82,9,0
0,1,0,1,2,80,12,0
0,0,0,0,3,18,4,0
0,1,2,0,3,52,13,0
2,0,2,1,2,35,12,1
1,1,1,0,2,48,14,0
1,0,3,1,2,92,10,0
0,0,0,0,3,71,9,0
1,0,3,0,3,109,9,0
0,2,0,1,2,68,10,0
0,0,0,0,2,6,7,0
1,0,0,0,1,85,12,0
1,0,3,0,1,9,8,1
1,1,0,0,1,41,7,0
0,0,0,1,1,112,12,0
2,2,3,0,2,118,7,1
0,1,1,0,2,18,4,0
4,0,0,0,2,118,9,1
1,0,0,0,2,117,9,0
2,2,0,0,1,105,7,0
2,1,1,0,2,99,4,1
1,0,2,1,1,9,9,0
5,0,1,1,1,15,12,1
1,0,1,0,3,74,12,0
2,3,2,0,1,13,6,1
2,0,0,0,2,30,8,0
2,1,2,0,2,117,13,1
0,0,1,0,2,109,7,0
2,1,1,1,2,31,9,1
1,1,1,1,2,65,11,1
2,0,1,0,2,65,9,1
3,0,3,0,2,32,13,1
0,0,1,1,3,29,7,0
0,0,1,1,1,53,9,0
2,0,2,0,2,72,9,0
1,1,2,1,1,96,12,0
2,0,4,0,1,100,7,0
0,0,0,1,3,3,7,0
0,1,0,0,2,79,7,0
1,0,1,1,1,74,6,0
1,0,1,0,2,6,6,0
1,0,0,0,1,100,13,0
0,1,1,1,2,71,7,0
2,0,0,1,2,86,6,0
0,1,0,1,3,79,12,0
2,1,0,0,1,40,12,0
0,1,1,1,2,24,6,0
0,0,2,0,3,45,7,0
2,0,2,1,3,91,13,1
1,1,1,0,1,76,7,0
1,2,1,0,2,75,13,1
0,0,4,0,3,16,10,0
1,0,1,1,2,2,11,1
3,2,0,1,2,80,9,0
1,0,0,0,2,114,4,0
2,1,2,1,3,43,13,1
0,0,2,0,2,54,10,0
3,0,1,0,1,114,5,0
3,0,1,0,2,28,13,0
3,2,1,1,2,63,7,1
1,0,1,1,2,11,8,0
1,1,0,1,2,32,11,0
0,0,0,0,2,45,7,0
4,0,1,0,2,82,4,1
1,2,1,1,3,37,7,0
0,0,1,0,2,55,11,0
1,1,1,0,2,36,8,0
2,1,1,1,2,17,11,1
0,0,1,0,1,95,4,0
1,0,2,0,2,81,6,0
1,0,5,1,1,77,6,1
2,0,3,1,3,70,4,0
0,1,0,1,2,16,11,0
1,1,2,1,1,62,6,0
0,0,1,0,2,85,9,0
2,0,1,1,3,59,14,0
2,0,1,1,1,87,6,0
1,0,0,1,3,40,6,0
1,2,0,0,1,62,14,0
1,1,3,0,1,46,7,0
1,0,0,0,2,119,7,0
1,1,0,0,1,22,11,1
2,0,2,1,3,34,5,0
0,2,1,1,2,82,8,0
0,0,0,0,2,7,6,0
1,1,0,1,2,62,13,0
1,2,1,0,2,4,7,1
0,1,1,1,2,63,10,0
2,1,2,1,2,39,9,1
1,0,1,1,3,23,9,0
1,0,2,1,2,60,4,0
2,1,1,1,2,40,6,0
5,1,2,1,2,10,13,1
1,0,0,0,2,64,10,0
1,0,2,1,2,68,13,0
1,1,0,0,2,79,10,0
1,1,1,0,2,108,7,0
1,0,1,1,1,84,7,0
0,1,1,1,3,95,12,0
4,0,3,1,3,78,6,1
1,1,0,0,2,81,10,0
1,3,0,0,3,95,14,0
0,0,0,0,3,79,13,0
2,1,0,1,3,60,8,1
2,2,1,1,1,87,7,1
1,0,1,1,2,115,10,0
0,1,1,0,2,59,10,0
1,0,0,1,2,27,11,0
0,1,1,0,2,48,4,0
1,0,3,1,2,2,9,1
2,1,1,0,3,37,4,0
1,0,0,0,3,106,14,0
1,2,1,0,2,12,13,0
1,0,1,1,3,106,12,0
1,1,1,0,3,67,7,0
0,1,2,0,2,38,12,0
1,0,0,1,3,57,8,0
1,1,0,1,1,105,11,0
0,1,1,1,1,15,6,1
1,1,1,0,3,68,9,0
3,2,3,1,2,32,13,1
2,0,1,0,2,65,6,0
1,2,1,0,3,94,8,0
1,0,0,0,2,110,7,0
0,1,3,0,1,31,5,0
1,1,1,0,1,79,8,0
0,0,0,0,2,51,10,0
0,1,0,0,1,60,4,0
0,1,0,1,1,20,6,0
1,0,0,0,3,102,12,0
2,0,1,0,2,21,6,0
0,0,2,0,2,5,7,0
2,2,1,1,1,91,11,1
0,0,2,1,2,49,12,0
1,0,0,0,2,8,14,0
1,0,1,1,2,82,5,0
1,1,1,1,2,34,12,0
0,0,1,1,2,117,11,0
0,0,0,0,1,117,5,0
1,0,0,0,1,66,13,0
0,1,0,0,2,57,7,0
1,1,2,0,1,53,8,0
0,1,1,0,1,73,12,0
1,1,4,1,1,109,9,0
0,0,0,0,3,77,7,0
2,1,1,0,2,12,7,1
2,0,0,1,2,24,12,0
2,0,0,1,2,75,6,0
1,0,3,0,2,44,9,0
0,2,0,1,1,58,12,0
3,2,1,0,2,48,13,1
1,0,0,0,2,71,13,0
3,0,3,0,2,28,7,1
0,3,1,0,1,9,6,0
0,0,0,1,3,28,14,0
1,1,3,0,2,80,10,0
2,1,4,1,1,73,8,0
1,0,1,0,3,97,13,0
0,2,0,1,1,13,11,0
2,0,1,0,1,17,9,0
0,0,0,1,1,16,6,0
1,1,0,0,3,67,4,0
1,0,3,1,1,69,9,0
0,1,1,1,3,19,5,0
1,0,0,0,2,54,7,0
0,1,1,0,2,7,11,1
2,0,1,1,2,73,4,0
0,0,0,1,1,68,14,0
4,2,1,0,2,4,8,1
1,0,0,1,2,11,13,0
3,2,0,1,2,84,5,0
0,0,0,1,1,107,9,0
1,2,1,0,3,102,14,0
2,2,1,0,2,68,10,0
0,0,1,0,2,63,12,0
3,1,2,1,2,97,11,1
1,0,1,1,2,101,12,0
1,1,1,0,2,108,8,0
3,1,0,0,1,48,8,0
0,0,0,0,2,57,4,0
1,0,0,0,1,10,6,1
1,1,0,1,1,21,4,0
1,0,1,1,1,45,7,0
